2017-05-03 19:47:53,896 [1095226]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:47:53,896 [1095226]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:47:53,896 [1095226]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:47:53,897 [1095227]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:47:53,898 [1095228]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:47:53,904 [1095234]   WARN - CPPLanguage.editor.IntentionContainer_Editor - Show 13 intentions. 
2017-05-03 19:49:13,720 [1175050]   INFO - CPPImporter.plugin.KeepAsFeature_Action - [LOG] Intention Keep As Feature for 7 nodes. 
2017-05-03 19:49:29,917 [1191247]   INFO - CPPImporter.plugin.KeepAsFeature_Action - [LOG] View of Keep Intention is Clone 
2017-05-03 19:49:29,919 [1191249]   INFO - CPPImporter.plugin.UpdatePreview - Initialize future model 
2017-05-03 19:49:29,919 [1191249]   INFO - CPPImporter.plugin.UpdatePreview - Create node mapping 
2017-05-03 19:49:29,919 [1191249]   INFO - CPPImporter.plugin.UpdatePreview - Node mapping done 
2017-05-03 19:49:29,925 [1191255]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:49:29,925 [1191255]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:49:29,925 [1191255]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:49:29,925 [1191255]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:49:29,925 [1191255]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:49:29,925 [1191255]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:49:29,926 [1191256]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:49:29,926 [1191256]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:49:29,931 [1191261]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Remove 
2017-05-03 19:49:29,931 [1191261]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:49:29,931 [1191261]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:49:29,934 [1191264]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:49:29,934 [1191264]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:49:29,936 [1191266]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention KeepAsFeature 
2017-05-03 19:49:29,936 [1191266]   WARN - CPPImporter.plugin.IntentionExecutor - MakeMandatory: node 0 is not in #if/#ifdef 
2017-05-03 19:49:29,936 [1191266]   WARN - CPPImporter.plugin.IntentionExecutor - Action MakeMandatory only possible if all selected nodes are within an #if/#ifdef 
2017-05-03 19:49:29,936 [1191266]  ERROR - CPPImporter.plugin.IntentionExecutor - Failed prerequiste check 
2017-05-03 19:49:29,936 [1191266]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:49:29,936 [1191266]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:49:29,936 [1191266]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention KeepAsFeature 
2017-05-03 19:49:29,936 [1191266]   WARN - CPPImporter.plugin.IntentionExecutor - MakeMandatory: node 0 is not in #if/#ifdef 
2017-05-03 19:49:29,937 [1191267]   WARN - CPPImporter.plugin.IntentionExecutor - Action MakeMandatory only possible if all selected nodes are within an #if/#ifdef 
2017-05-03 19:49:29,937 [1191267]  ERROR - CPPImporter.plugin.IntentionExecutor - Failed prerequiste check 
2017-05-03 19:49:29,937 [1191267]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:49:29,937 [1191267]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:49:29,937 [1191267]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention KeepAsFeature 
2017-05-03 19:49:29,937 [1191267]   WARN - CPPImporter.plugin.IntentionExecutor - MakeMandatory: node 0 is not in #if/#ifdef 
2017-05-03 19:49:29,937 [1191267]   WARN - CPPImporter.plugin.IntentionExecutor - Action MakeMandatory only possible if all selected nodes are within an #if/#ifdef 
2017-05-03 19:49:29,937 [1191267]  ERROR - CPPImporter.plugin.IntentionExecutor - Failed prerequiste check 
2017-05-03 19:49:29,937 [1191267]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:49:29,937 [1191267]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:49:29,937 [1191267]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention KeepAsFeature 
2017-05-03 19:49:29,937 [1191267]   WARN - CPPImporter.plugin.IntentionExecutor - MakeMandatory: node 0 is not in #if/#ifdef 
2017-05-03 19:49:29,937 [1191267]   WARN - CPPImporter.plugin.IntentionExecutor - Action MakeMandatory only possible if all selected nodes are within an #if/#ifdef 
2017-05-03 19:49:29,937 [1191267]  ERROR - CPPImporter.plugin.IntentionExecutor - Failed prerequiste check 
2017-05-03 19:49:29,937 [1191267]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention Keep 
2017-05-03 19:49:29,937 [1191267]   WARN - CPPImporter.plugin.IntentionExecutor - indexOf node 0 
2017-05-03 19:49:29,938 [1191268]   WARN - CPPImporter.plugin.UpdatePreview - Execute intention KeepAsFeature 
2017-05-03 19:49:29,938 [1191268]   WARN - CPPImporter.plugin.IntentionExecutor - MakeMandatory: node 0 is not in #if/#ifdef 
2017-05-03 19:49:29,938 [1191268]   WARN - CPPImporter.plugin.IntentionExecutor - Action MakeMandatory only possible if all selected nodes are within an #if/#ifdef 
2017-05-03 19:49:29,938 [1191268]  ERROR - CPPImporter.plugin.IntentionExecutor - Failed prerequiste check 
